"","KEGG_ID","Human1_ID","Irreversible_Human1","Irreversible.Old","Irreversible","Fil.Irreversible","Pathway","RN","Reaction_formula","C_in","C_out","C_in_name","C_out_name","M_name","Human1.EQUATION","KEGG.EC","Rhea","Gene_symbol_HSA","Human1.ECNumber","Human1.Ensembl","Human1.Symbol","New_KEGG_Symbol","Final.EC","Final.Symbol","RHEA_ID","Reactome_ID","Reactants_SL","Products_SL","SL_change","Reactome_SL","Final_SL","Final_SL_abbr","SL.confirmed","Note","is_core_pathway","Transporter_Class","Is.transport.reaction","is.reaction.group","Reaction.group.Note","is.newly.added.nucleotide.metabolism","is.nucleotide.metabolism","KEGG_module_ids","KEGG_module_names","BDRL_id","C_in_v1.1","C_out_v1.1"
"BDRL_M_2134","R07940","",NA,"FALSE","FALSE","FALSE","Caffeine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites","rn00232;rn01100;rn01110","C13747 <=> C16365","C13747_c","C16365_c","1,7-Dimethylxanthine","5-Acetylamino-6-formylamino-3-methyluracil","1,7-Dimethylxanthine = 5-Acetylamino-6-formylamino-3-methyluracil","","2.3.1.5",NA,"SLC38A1;EIF4G2","","","","NAT2;NAT1","2.3.1.5","NAT2;NAT1","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2134","C13747_c","C16365_c"
"BDRL_M_2135","R07942","",NA,"FALSE","FALSE","FALSE","Caffeine metabolism","rn00232","C16358 + C00001 + C00007 <=> C16359 + C00027","C16358_c + C00001_c + C00007_c","C16359_c + C00027_c","1-Methylxanthine + H2O + Oxygen","1-Methyluric acid + Hydrogen peroxide","1-Methylxanthine + H2O + Oxygen = 1-Methyluric acid + Hydrogen peroxide","","1.17.3.2",NA,"XDH","","","","XDH","1.17.3.2","XDH","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2135","C16358_c + C00001_c + C00007_c","C16359_c + C00027_c"
"BDRL_M_2136","R07942","",NA,"FALSE","FALSE","FALSE","Caffeine metabolism","rn00232","C16358 + C00001 + C00007 <=> C16359 + C00027","C16358_x + C00001_x + C00007_x","C16359_x + C00027_x","1-Methylxanthine + H2O + Oxygen","1-Methyluric acid + Hydrogen peroxide","1-Methylxanthine + H2O + Oxygen = 1-Methyluric acid + Hydrogen peroxide","","1.17.3.2",NA,"XDH","","","","XDH","1.17.3.2","XDH","","","","","","","Peroxisome","x","Y","","Y","","N","N","","0","0","","","BDRL_M_2136","C16358_x + C00001_x + C00007_x","C16359_x + C00027_x"
"BDRL_M_2137","R07943","",NA,"FALSE","FALSE","FALSE","Caffeine metabolism;Metabolic pathways","rn00232;rn01100","C13747 <=> C16358","C13747_c","C16358_c","1,7-Dimethylxanthine","1-Methylxanthine","1,7-Dimethylxanthine = 1-Methylxanthine","","1.14.14.1",NA,"CYP3A7-CYP3A51P;CYP2D6;CYP4F8;CYP1A1;CYP1A2;CYP1B1;CYP3A7;CYP2A13;CYP2C8;CYP2C18;CYP2D7;CYP2F1;CYP2J2;CYP3A5;CYP4A11;CYP4B1;CYP4Z1;CYP4X1;CYP4A22;CYP2S1;CYP4F11;CYP3A43;CYP4F12","","","","CYP3A7-CYP3A51P;CYP2D6;CYP4F8;CYP1A1;CYP1A2;CYP1B1;CYP3A7;CYP2A13;CYP2C8;CYP2C18;CYP2D7;CYP2F1;CYP2J2;CYP3A5;CYP4A11;CYP4B1;CYP4Z1;CYP4X1;CYP4A22;CYP2S1;CYP4F11;CYP3A43;CYP4F12","1.14.14.1","CYP3A7-CYP3A51P;CYP2D6;CYP4F8;CYP1A1;CYP1A2;CYP1B1;CYP3A7;CYP2A13;CYP2C8;CYP2C18;CYP2D7;CYP2F1;CYP2J2;CYP3A5;CYP4A11;CYP4B1;CYP4Z1;CYP4X1;CYP4A22;CYP2S1;CYP4F11;CYP3A43;CYP4F12","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2137","C13747_c","C16358_c"
"BDRL_M_2138","R07945","",NA,"FALSE","FALSE","FALSE","Caffeine metabolism;Metabolic pathways","rn00232;rn01100","C13747 <=> C16356","C13747_c","C16356_c","1,7-Dimethylxanthine","1,7-Dimethyluric acid","1,7-Dimethylxanthine = 1,7-Dimethyluric acid","","1.14.14.1;1.14.14.-",NA,"CYP3A7-CYP3A51P;CYP2D6;CYP4F8;CYP1A1;CYP1A2;CYP1B1;CYP3A7;CYP2A13;CYP2C8;CYP2C18;CYP2D7;CYP2F1;CYP2J2;CYP3A5;CYP4A11;CYP4B1;CYP4Z1;CYP4X1;CYP4A22;CYP2S1;CYP4F11;CYP3A43;CYP4F12","","","","CYP3A7-CYP3A51P;CYP2D6;CYP4F8;CYP1A1;CYP1A2;CYP1B1;CYP3A7;CYP2A13;CYP2C8;CYP2C18;CYP2D7;CYP2F1;CYP2J2;CYP3A5;CYP4A11;CYP4B1;CYP4Z1;CYP4X1;CYP4A22;CYP2S1;CYP4F11;CYP3A43;CYP4F12","1.14.14.1;1.14.14.-","CYP3A7-CYP3A51P;CYP2D6;CYP4F8;CYP1A1;CYP1A2;CYP1B1;CYP3A7;CYP2A13;CYP2C8;CYP2C18;CYP2D7;CYP2F1;CYP2J2;CYP3A5;CYP4A11;CYP4B1;CYP4Z1;CYP4X1;CYP4A22;CYP2S1;CYP4F11;CYP3A43;CYP4F12","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2138","C13747_c","C16356_c"
"BDRL_M_2139","R07950","",NA,"FALSE","FALSE","FALSE","Biosynthesis of unsaturated fatty acids;Metabolic pathways;Fatty acid metabolism","rn01040;rn01100;rn01212","C16172 + C00007 <=> C16387 + C00027","C16172_m + C00007_m","C16387_m + C00027_m","(6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA + Oxygen","(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexaenoyl-CoA + Hydrogen peroxide","(6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA + Oxygen = (2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexaenoyl-CoA + Hydrogen peroxide","","1.3.3.6",NA,"ACOX1;ACOX3","","","","ACOX1;ACOX3","1.3.3.6","ACOX1;ACOX3","","","","","","","Mitochondria","m","Y","","Y","","N","N","","0","0","M00861","beta-Oxidation, peroxisome, VLCFA","BDRL_M_2139","C16172_m + C00007_m","C16387_m + C00027_m"
"BDRL_M_2140","R07951","",NA,NA,"FALSE","TRUE","Biosynthesis of unsaturated fatty acids;Metabolic pathways;Fatty acid metabolism","rn01040;rn01100;rn01212","C16388 <=> C16387 + C00001","C16388_x","C16387_x + C00001_x","(3R,6Z,9Z,12Z,15Z,18Z)-3-Hydroxytetracosapentaenoyl-CoA","(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexaenoyl-CoA + H2O","(3R,6Z,9Z,12Z,15Z,18Z)-3-Hydroxytetracosapentaenoyl-CoA = (2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexaenoyl-CoA + H2O","","4.2.1.119",NA,"HSD17B4","","","","HSD17B4","4.2.1.119","HSD17B4","","","","","","","Peroxisome","x","Y","","Y","","N","N","","0","0","M00861","beta-Oxidation, peroxisome, VLCFA","BDRL_M_2140","C16388_x","C16387_x + C00001_x"
"BDRL_M_2141","R07951","",NA,NA,"FALSE","TRUE","Biosynthesis of unsaturated fatty acids;Metabolic pathways;Fatty acid metabolism","rn01040;rn01100;rn01212","C16388 <=> C16387 + C00001","C16388_m","C16387_m + C00001_m","(3R,6Z,9Z,12Z,15Z,18Z)-3-Hydroxytetracosapentaenoyl-CoA","(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexaenoyl-CoA + H2O","(3R,6Z,9Z,12Z,15Z,18Z)-3-Hydroxytetracosapentaenoyl-CoA = (2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexaenoyl-CoA + H2O","","4.2.1.119",NA,"HSD17B4","","","","HSD17B4","4.2.1.119","HSD17B4","","","","","","","Mitochondria","m","Y","","Y","","N","N","","0","0","M00861","beta-Oxidation, peroxisome, VLCFA","BDRL_M_2141","C16388_m","C16387_m + C00001_m"
"BDRL_M_2142","R07953","MAR02411","TRUE","FALSE","FALSE","TRUE","Biosynthesis of unsaturated fatty acids;Metabolic pathways;Fatty acid metabolism","rn01040;rn01100;rn01212","C16173 + C00024 <=> C00010 + C16389","C00010_x + C16389_x","C16173_x + C00024_x","CoA + (6Z,9Z,12Z,15Z,18Z)-3-Oxotetracosapentaenoyl-CoA","(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl-CoA + Acetyl-CoA"," CoA + (6Z,9Z,12Z,15Z,18Z)-3-Oxotetracosapentaenoyl-CoA = (4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl-CoA + Acetyl-CoA ","3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA[x] + CoA[x] => (4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[x] + acetyl-CoA[x]","2.3.1.16;2.3.1.176",NA,"ACAA2;ACAA1;HADHB;CTDSP2","2.3.1.16","ENSG00000060971 and ENSG00000167306","ACAA1 and MYO5B","ACAA2;ACAA1;HADHB;SCP2","2.3.1.16","ACAA1;MYO5B","","","x","x","x","","Peroxisome","x","Y","","Y","","N","N","","0","0","M00861","beta-Oxidation, peroxisome, VLCFA","BDRL_M_2142","C00010_x + C16389_x","C16173_x + C00024_x"
"BDRL_M_2143","R07977","",NA,"FALSE","FALSE","FALSE","Caffeine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites","rn00232;rn01100;rn01110","C13747 + C00007 + C00001 <=> C16356 + C00027","C13747_x + C00007_x + C00001_x","C16356_x + C00027_x","1,7-Dimethylxanthine + Oxygen + H2O","1,7-Dimethyluric acid + Hydrogen peroxide","1,7-Dimethylxanthine + Oxygen + H2O = 1,7-Dimethyluric acid + Hydrogen peroxide","","1.17.3.2",NA,"XDH","","","","XDH","1.17.3.2","XDH","","","","","","","Peroxisome","x","Y","","Y","","N","N","","0","0","","","BDRL_M_2143","C13747_x + C00007_x + C00001_x","C16356_x + C00027_x"
"BDRL_M_2144","R07977","",NA,"FALSE","FALSE","FALSE","Caffeine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites","rn00232;rn01100;rn01110","C13747 + C00007 + C00001 <=> C16356 + C00027","C13747_c + C00007_c + C00001_c","C16356_c + C00027_c","1,7-Dimethylxanthine + Oxygen + H2O","1,7-Dimethyluric acid + Hydrogen peroxide","1,7-Dimethylxanthine + Oxygen + H2O = 1,7-Dimethyluric acid + Hydrogen peroxide","","1.17.3.2",NA,"XDH","","","","XDH","1.17.3.2","XDH","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2144","C13747_c + C00007_c + C00001_c","C16356_c + C00027_c"
"BDRL_M_2145","R08036","",NA,NA,"FALSE","TRUE","Nitrotoluene degradation;Microbial metabolism in diverse environments","rn00633;rn01120","C16396 + C00024 <=> C16420 + C00010","C16396_c + C00024_c","C16420_c + C00010_c","2,4-Diamino-6-nitrotoluene + Acetyl-CoA","4-Acetamido-2-amino-6-nitrotoluene + CoA","2,4-Diamino-6-nitrotoluene + Acetyl-CoA = 4-Acetamido-2-amino-6-nitrotoluene + CoA","","2.3.1.5",NA,"SLC38A1;EIF4G2","","","","NAT2;NAT1","2.3.1.5","NAT2;NAT1","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2145","C16396_c + C00024_c","C16420_c + C00010_c"
"BDRL_M_2146","R08090","",NA,NA,"FALSE","TRUE","Pinene, camphor and geraniol degradation;Microbial metabolism in diverse environments","rn00907;rn01120","C04675 <=> C16466 + C00033","C04675_m","C16466_m + C00033_m","3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA","7-Methyl-3-oxo-6-octenoyl-CoA + Acetate","3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA = 7-Methyl-3-oxo-6-octenoyl-CoA + Acetate","","4.1.3.4;4.1.3.26","23087","HMGCL;HMGCLL1","","","","HMGCL;HMGCLL1","4.1.3.4;4.1.3.26","HMGCL;HMGCLL1","","","","","","","Mitochondria","m","Y","","Y","","N","N","","0","0","","","BDRL_M_2146","C04675_m","C16466_m + C00033_m"
"BDRL_M_2147","R08091","",NA,NA,"FALSE","TRUE","Pinene, camphor and geraniol degradation;Microbial metabolism in diverse environments","rn00907;rn01120","C16466 + C00010 <=> C16470 + C00024","C16466_m + C00010_m","C16470_m + C00024_m","7-Methyl-3-oxo-6-octenoyl-CoA + CoA","5-Methylhex-4-enoyl-CoA + Acetyl-CoA","7-Methyl-3-oxo-6-octenoyl-CoA + CoA = 5-Methylhex-4-enoyl-CoA + Acetyl-CoA","","2.3.1.16",NA,"ACAA2;ACAA1;HADHB","","","","ACAA2;ACAA1;HADHB","2.3.1.16","ACAA2;ACAA1;HADHB","","","","","","","Mitochondria","m","Y","","Y","","N","N","","0","0","","","BDRL_M_2147","C16466_m + C00010_m","C16470_m + C00024_m"
"BDRL_M_2148","R08091","",NA,NA,"FALSE","TRUE","Pinene, camphor and geraniol degradation;Microbial metabolism in diverse environments","rn00907;rn01120","C16466 + C00010 <=> C16470 + C00024","C16466_x + C00010_x","C16470_x + C00024_x","7-Methyl-3-oxo-6-octenoyl-CoA + CoA","5-Methylhex-4-enoyl-CoA + Acetyl-CoA","7-Methyl-3-oxo-6-octenoyl-CoA + CoA = 5-Methylhex-4-enoyl-CoA + Acetyl-CoA","","2.3.1.16",NA,"ACAA2;ACAA1;HADHB","","","","ACAA2;ACAA1;HADHB","2.3.1.16","ACAA2;ACAA1;HADHB","","","","","","","Peroxisome","x","Y","","Y","","N","N","","0","0","","","BDRL_M_2148","C16466_x + C00010_x","C16470_x + C00024_x"
"BDRL_M_2149","R08093","",NA,NA,"FALSE","TRUE","Pinene, camphor and geraniol degradation;Microbial metabolism in diverse environments","rn00907;rn01120","C16468 + C00001 <=> C16469","C16468_m + C00001_m","C16469_m","(2E)-5-Methylhexa-2,4-dienoyl-CoA + H2O","3-Hydroxy-5-methylhex-4-enoyl-CoA","(2E)-5-Methylhexa-2,4-dienoyl-CoA + H2O = 3-Hydroxy-5-methylhex-4-enoyl-CoA","","4.2.1.17",NA,"ECHS1;EHHADH;HADHA","","","","ECHS1;EHHADH;HADHA","4.2.1.17","ECHS1;EHHADH;HADHA","","","","","","","Mitochondria","m","Y","","Y","","N","N","","0","0","","","BDRL_M_2149","C16468_m + C00001_m","C16469_m"
"BDRL_M_2150","R08094","",NA,NA,"FALSE","TRUE","Pinene, camphor and geraniol degradation;Microbial metabolism in diverse environments","rn00907;rn01120","C16469 + C00003 <=> C16471 + C00004 + C00080","C16469_c + C00003_c","C16471_c + C00004_c + C00080_c","3-Hydroxy-5-methylhex-4-enoyl-CoA + NAD+","5-Methyl-3-oxo-4-hexenoyl-CoA + NADH + H+","3-Hydroxy-5-methylhex-4-enoyl-CoA + NAD+ = 5-Methyl-3-oxo-4-hexenoyl-CoA + NADH + H+","","1.1.1.35",NA,"EHHADH;HSD17B10;HADH","","","","EHHADH;HSD17B10;HADH","1.1.1.35","EHHADH;HSD17B10;HADH","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2150","C16469_c + C00003_c","C16471_c + C00004_c + C00080_c"
"BDRL_M_2151","R08094","",NA,NA,"FALSE","TRUE","Pinene, camphor and geraniol degradation;Microbial metabolism in diverse environments","rn00907;rn01120","C16469 + C00003 <=> C16471 + C00004 + C00080","C16469_m + C00003_m","C16471_m + C00004_m + C00080_m","3-Hydroxy-5-methylhex-4-enoyl-CoA + NAD+","5-Methyl-3-oxo-4-hexenoyl-CoA + NADH + H+","3-Hydroxy-5-methylhex-4-enoyl-CoA + NAD+ = 5-Methyl-3-oxo-4-hexenoyl-CoA + NADH + H+","","1.1.1.35",NA,"EHHADH;HSD17B10;HADH","","","","EHHADH;HSD17B10;HADH","1.1.1.35","EHHADH;HSD17B10;HADH","","","","","","","Mitochondria","m","Y","","Y","","N","N","","0","0","","","BDRL_M_2151","C16469_m + C00003_m","C16471_m + C00004_m + C00080_m"
"BDRL_M_2152","R08094","",NA,NA,"FALSE","TRUE","Pinene, camphor and geraniol degradation;Microbial metabolism in diverse environments","rn00907;rn01120","C16469 + C00003 <=> C16471 + C00004 + C00080","C16469_x + C00003_x","C16471_x + C00004_x + C00080_x","3-Hydroxy-5-methylhex-4-enoyl-CoA + NAD+","5-Methyl-3-oxo-4-hexenoyl-CoA + NADH + H+","3-Hydroxy-5-methylhex-4-enoyl-CoA + NAD+ = 5-Methyl-3-oxo-4-hexenoyl-CoA + NADH + H+","","1.1.1.35",NA,"EHHADH;HSD17B10;HADH","","","","EHHADH;HSD17B10;HADH","1.1.1.35","EHHADH;HSD17B10;HADH","","","","","","","Peroxisome","x","Y","","Y","","N","N","","0","0","","","BDRL_M_2152","C16469_x + C00003_x","C16471_x + C00004_x + C00080_x"
"BDRL_M_2153","R08095","",NA,NA,"FALSE","TRUE","Pinene, camphor and geraniol degradation;Microbial metabolism in diverse environments","rn00907;rn01120","C16471 + C00010 <=> C03069 + C00024","C16471_m + C00010_m","C03069_m + C00024_m","5-Methyl-3-oxo-4-hexenoyl-CoA + CoA","3-Methylcrotonyl-CoA + Acetyl-CoA","5-Methyl-3-oxo-4-hexenoyl-CoA + CoA = 3-Methylcrotonyl-CoA + Acetyl-CoA","","2.3.1.16",NA,"ACAA2;ACAA1;HADHB","","","","ACAA2;ACAA1;HADHB","2.3.1.16","ACAA2;ACAA1;HADHB","","","","","","","Mitochondria","m","Y","","Y","","N","N","","0","0","","","BDRL_M_2153","C16471_m + C00010_m","C03069_m + C00024_m"
"BDRL_M_2154","R08095","",NA,NA,"FALSE","TRUE","Pinene, camphor and geraniol degradation;Microbial metabolism in diverse environments","rn00907;rn01120","C16471 + C00010 <=> C03069 + C00024","C16471_x + C00010_x","C03069_x + C00024_x","5-Methyl-3-oxo-4-hexenoyl-CoA + CoA","3-Methylcrotonyl-CoA + Acetyl-CoA","5-Methyl-3-oxo-4-hexenoyl-CoA + CoA = 3-Methylcrotonyl-CoA + Acetyl-CoA","","2.3.1.16",NA,"ACAA2;ACAA1;HADHB","","","","ACAA2;ACAA1;HADHB","2.3.1.16","ACAA2;ACAA1;HADHB","","","","","","","Peroxisome","x","Y","","Y","","N","N","","0","0","","","BDRL_M_2154","C16471_x + C00010_x","C03069_x + C00024_x"
"BDRL_M_2155","R08146","MAR20065","TRUE",NA,"FALSE","TRUE","Insect hormone biosynthesis","rn00981","C03461 + C00003 + C00001 <=> C16502 + C00004 + C00080","C03461_c + C00003_c + C00001_c","C16502_c + C00004_c + C00080_c","2-trans,6-trans-Farnesal + NAD+ + H2O","Farnesoic acid + NADH + H+","2-trans,6-trans-Farnesal + NAD+ + H2O = Farnesoic acid + NADH + H+","2-trans,6-trans-farnesal[c] + H2O[c] + NAD+[c] => 2 H+[c] + NADH[c] + (2E,6E)-farnesoate[c]","1.2.1.3","24219","ALDH2;ALDH1B1;ALDH9A1;ALDH3A2;ALDH7A1","1.2.1.94","ENSG00000072210","ALDH3A2","ALDH2;ALDH1B1;ALDH9A1;ALDH3A2;ALDH7A1","1.2.1.94","ALDH3A2","24216","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2155","C03461_c + C00003_c + C00001_c","C16502_c + C00004_c + C00080_c"
"BDRL_M_2156","R08146","MAR20064","TRUE",NA,"FALSE","TRUE","Insect hormone biosynthesis","rn00981","C03461 + C00003 + C00001 <=> C16502 + C00004 + C00080","C03461_r + C00003_r + C00001_r","C16502_r + C00004_r + C00080_r","2-trans,6-trans-Farnesal + NAD+ + H2O","Farnesoic acid + NADH + H+","2-trans,6-trans-Farnesal + NAD+ + H2O = Farnesoic acid + NADH + H+","H2O[r] + NAD+[r] + 2-trans,6-trans-farnesal[r] => 2 H+[r] + NADH[r] + (2E,6E)-farnesoate[r]","1.2.1.3","24219","ALDH2;ALDH1B1;ALDH9A1;ALDH3A2;ALDH7A1","1.2.1.94","ENSG00000072210","ALDH3A2","ALDH2;ALDH1B1;ALDH9A1;ALDH3A2;ALDH7A1","1.2.1.94","ALDH3A2","24216","","r","r","r","","Endoplasmic Reticulum","r","Y","","Y","","N","N","","0","0","","","BDRL_M_2156","C03461_r + C00003_r + C00001_r","C16502_r + C00004_r + C00080_r"
"BDRL_M_2157","R08157","",NA,NA,"FALSE","TRUE","Fatty acid biosynthesis;Metabolic pathways","rn00061;rn01100","C05752 + C00001 <=> C00229 + C06423","C05752_c + C00001_c","C00229_c + C06423_c","Octanoyl-[acp] + H2O","Acyl-carrier protein + Octanoic acid","Octanoyl-[acp] + H2O = Acyl-carrier protein + Octanoic acid","","3.1.2.21","30134","OLAH","","","","OLAH","3.1.2.21","OLAH","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2157","C05752_c + C00001_c","C00229_c + C06423_c"
"BDRL_M_2158","R08158","",NA,NA,"FALSE","TRUE","Fatty acid biosynthesis;Metabolic pathways","rn00061;rn01100","C05755 + C00001 <=> C00229 + C01571","C05755_c + C00001_c","C00229_c + C01571_c","Decanoyl-[acp] + H2O","Acyl-carrier protein + Decanoic acid","Decanoyl-[acp] + H2O = Acyl-carrier protein + Decanoic acid","","3.1.2.21","30118","OLAH","","","","OLAH","3.1.2.21","OLAH","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2158","C05755_c + C00001_c","C00229_c + C01571_c"
"BDRL_M_2159","R08174","MAR00250","TRUE","FALSE","FALSE","TRUE","Biosynthesis of unsaturated fatty acids","rn01040","C00412 + C00001 <=> C00010 + C01530","C00412_c + C00001_c","C00010_c + C01530_c","Stearoyl-CoA + H2O","CoA + Octadecanoic acid","Stearoyl-CoA + H2O = CoA + Octadecanoic acid","H2O[c] + stearoyl-CoA[c] => CoA[c] + H+[c] + stearate[c]","3.1.2.2","30142","ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","3.1.2.2","ENSG00000184227 or ENSG00000097021 or ENSG00000136881 or ENSG00000112304 or ENSG00000159445","ACOT1 or ACOT7 or BAAT or ACOT13 or THEM4","ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","3.1.2.2","ACOT1;ACOT7;BAAT;ACOT13;THEM4","30139","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2159","C00412_c + C00001_c","C00010_c + C01530_c"
"BDRL_M_2160","R08176","",NA,"FALSE","FALSE","FALSE","Biosynthesis of unsaturated fatty acids","rn01040","C00510 + C00001 <=> C00010 + C00712","C00510_c + C00001_c","C00010_c + C00712_c","Oleoyl-CoA + H2O","CoA + (9Z)-Octadecenoic acid","Oleoyl-CoA + H2O = CoA + (9Z)-Octadecenoic acid","","3.1.2.2",NA,"ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","","","","ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","3.1.2.2","ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2160","C00510_c + C00001_c","C00010_c + C00712_c"
"BDRL_M_2161","R08177","MAR00398","TRUE","FALSE","FALSE","TRUE","Biosynthesis of unsaturated fatty acids","rn01040","C02050 + C00001 <=> C00010 + C01595","C02050_c + C00001_c","C00010_c + C01595_c","Linoleoyl-CoA + H2O","CoA + Linoleate","Linoleoyl-CoA + H2O = CoA + Linoleate","H2O[c] + linoleoyl-CoA[c] => CoA[c] + H+[c] + linoleate[c]","3.1.2.2",NA,"ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","3.1.2.2","ENSG00000184227 or ENSG00000097021 or ENSG00000136881 or ENSG00000112304 or ENSG00000159445","ACOT1 or ACOT7 or BAAT or ACOT13 or THEM4","ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","3.1.2.2","ACOT1;ACOT7;BAAT;ACOT13;THEM4","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2161","C02050_c + C00001_c","C00010_c + C01595_c"
"BDRL_M_2162","R08178","MAR00350","TRUE","FALSE","FALSE","TRUE","Biosynthesis of unsaturated fatty acids","rn01040","C16162 + C00001 <=> C00010 + C06427","C16162_c + C00001_c","C00010_c + C06427_c","(9Z,12Z,15Z)-Octadecatrienoyl-CoA + H2O","CoA + (9Z,12Z,15Z)-Octadecatrienoic acid","(9Z,12Z,15Z)-Octadecatrienoyl-CoA + H2O = CoA + (9Z,12Z,15Z)-Octadecatrienoic acid","H2O[c] + linolenoyl-CoA[c] => CoA[c] + H+[c] + linolenate[c]","3.1.2.2",NA,"ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","3.1.2.2","ENSG00000184227 or ENSG00000097021 or ENSG00000136881","ACOT1 or ACOT7 or BAAT","ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","3.1.2.2","ACOT1;ACOT7;BAAT","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2162","C16162_c + C00001_c","C00010_c + C06427_c"
"BDRL_M_2163","R08180","MAR00378","TRUE","FALSE","FALSE","TRUE","Biosynthesis of unsaturated fatty acids","rn01040","C16169 + C00001 <=> C00010 + C06429","C16169_c + C00001_c","C00010_c + C06429_c","(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA + H2O","CoA + (4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid","(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA + H2O = CoA + (4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid","(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[c] + H2O[c] => CoA[c] + DHA[c] + H+[c]","3.1.2.2","67703","ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","3.1.2.2","ENSG00000136881 or ENSG00000205669","BAAT or ACOT6","ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","3.1.2.2","BAAT;ACOT6","67700","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2163","C16169_c + C00001_c","C00010_c + C06429_c"
"BDRL_M_2164","R08181","MAR00402","TRUE","FALSE","FALSE","TRUE","Biosynthesis of unsaturated fatty acids","rn01040","C03035 + C00001 <=> C00010 + C06426","C03035_c + C00001_c","C00010_c + C06426_c","gamma-Linolenoyl-CoA + H2O","CoA + (6Z,9Z,12Z)-Octadecatrienoic acid","gamma-Linolenoyl-CoA + H2O = CoA + (6Z,9Z,12Z)-Octadecatrienoic acid","gamma-linolenoyl-CoA[c] + H2O[c] => CoA[c] + gamma-linolenate[c] + H+[c]","3.1.2.2",NA,"ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","3.1.2.2","ENSG00000184227 or ENSG00000097021 or ENSG00000136881 or ENSG00000112304 or ENSG00000159445","ACOT1 or ACOT7 or BAAT or ACOT13 or THEM4","ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","3.1.2.2","ACOT1;ACOT7;BAAT;ACOT13;THEM4","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2164","C03035_c + C00001_c","C00010_c + C06426_c"
